DimEmployee_EmployeeKey,DimEmployee_EmployeeNationalIDAlternateKey,DimEmployee_SalesTerritoryKey,DimEmployee_FirstName,DimEmployee_LastName,DimEmployee_MiddleName,DimEmployee_Title,DimEmployee_HireDate,DimEmployee_BirthDate,DimEmployee_EmailAddress,DimEmployee_Phone,DimEmployee_MaritalStatus,DimEmployee_SalariedFlag,DimEmployee_Gender,DimEmployee_BaseRate,DimEmployee_CurrentFlag,DimEmployee_SalesPersonFlag,DimEmployee_DepartmentName,DimEmployee_StartDate,DimEmployee_EndDateKey,DimEmployee_Status
263,28414965,11,Stuart,Macrae,J,Janitor,4/5/2008 0:00,1/17/1966 0:00,stuart1@adventureworks.com,539-555-0149,M,0,M,9.25,1,0,Facilities and Maintenance,4/5/2008 0:00,,Current
264,153479919,11,Jo,Berry,L,Janitor,4/7/2008 0:00,5/25/1948 0:00,jo1@adventureworks.com,228-555-0159,M,0,F,9.25,1,0,Facilities and Maintenance,4/7/2008 0:00,,Current
265,20269531,11,Ben,Miller,T,Buyer,4/9/2008 0:00,7/5/1967 0:00,ben0@adventureworks.com,151-555-0113,M,0,M,18.2692,1,0,Purchasing,4/9/2008 0:00,,Current
266,826454897,11,Tom,Vande Velde,M,Production Technician - WC10,4/10/2008 0:00,11/1/1980 0:00,tom0@adventureworks.com,295-555-0161,M,0,M,13.45,1,0,Production,4/10/2008 0:00,,Current
267,974026903,11,Ovidiu,Cracium,V,Senior Tool Designer,1/5/2009 0:00,2/18/1972 0:00,ovidiu0@adventureworks.com,719-555-0181,S,0,M,28.8462,1,0,Tool Design,1/5/2009 0:00,,Current
268,437296311,11,Annette,Hill,L,Purchasing Assistant,1/6/2009 0:00,3/1/1972 0:00,annette0@adventureworks.com,125-555-0196,M,0,F,12.75,1,0,Purchasing,1/6/2009 0:00,,Current
269,486228782,11,Janice,Galvin,M,Tool Designer,1/23/2009 0:00,6/29/1983 0:00,janice0@adventureworks.com,473-555-0117,M,0,F,25,1,0,Tool Design,1/23/2009 0:00,,Current
270,280633567,11,Reinout,Hillmann,N,Purchasing Assistant,1/25/2009 0:00,2/18/1972 0:00,reinout0@adventureworks.com,370-555-0163,M,0,M,12.75,1,0,Purchasing,1/25/2009 0:00,,Current
271,42487730,11,Michael,Sullivan,I,Senior Design Engineer,1/30/2009 0:00,7/17/1973 0:00,michael8@adventureworks.com,465-555-0156,S,1,M,36.0577,1,0,Engineering,1/30/2009 0:00,,Current
272,502097814,11,Stephen,Jiang,Y,North American Sales Manager,2/4/2009 0:00,11/17/1945 0:00,stephen0@adventureworks.com,238-555-0197,M,1,M,48.101,1,1,Sales,2/4/2009 0:00,,Current
273,323403273,11,Wanida,Benshoof,M,Marketing Assistant,2/7/2009 0:00,4/17/1969 0:00,wanida0@adventureworks.com,708-555-0141,M,0,F,13.4615,1,0,Marketing,2/7/2009 0:00,,Current
274,56920285,11,Sharon,Salavaria,B,Design Engineer,2/18/2009 0:00,6/3/1955 0:00,sharon0@adventureworks.com,970-555-0138,M,1,F,32.6923,1,0,Engineering,2/18/2009 0:00,,Current
275,222969461,11,John,Wood,L,Marketing Specialist,3/10/2009 0:00,4/6/1972 0:00,john5@adventureworks.com,486-555-0150,S,0,M,14.4231,1,0,Marketing,3/10/2009 0:00,,Current
276,52541318,11,Mary,Dempsey,A,Marketing Assistant,3/17/2009 0:00,3/1/1972 0:00,mary2@adventureworks.com,124-555-0114,S,0,F,13.4615,1,0,Marketing,3/17/2009 0:00,,Current
277,112432117,11,Brian,Welcker,S,Vice President of Sales,3/18/2009 0:00,7/8/1971 0:00,brian3@adventureworks.com,716-555-0127,S,1,M,72.1154,1,0,Sales,3/18/2009 0:00,,Current
278,895209680,11,Sheela,Word,H,Purchasing Manager,3/28/2009 0:00,3/13/1972 0:00,sheela0@adventureworks.com,210-555-0193,S,1,F,30,1,0,Purchasing,3/28/2009 0:00,8/30/2009 0:00,
279,895209680,11,Sheela,Word,H,Purchasing Manager,3/28/2009 0:00,3/13/1972 0:00,sheela0@adventureworks.com,210-555-0193,S,1,F,30,1,0,Purchasing,8/31/2009 0:00,8/15/2010 0:00,
280,895209680,11,Sheela,Word,H,Purchasing Manager,3/28/2009 0:00,3/13/1972 0:00,sheela0@adventureworks.com,210-555-0193,S,1,F,30,1,0,Purchasing,8/16/2010 0:00,,Current
281,841560125,2,Michael,Blythe,G,Sales Representative,7/1/2009 0:00,1/26/1963 0:00,michael9@adventureworks.com,257-555-0154,S,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
282,191644724,4,Linda,Mitchell,C,Sales Representative,7/1/2009 0:00,3/30/1974 0:00,linda3@adventureworks.com,883-555-0116,M,1,F,23.0769,1,1,Sales,7/1/2009 0:00,,Current
283,615389812,3,Jillian,Carson,,Sales Representative,7/1/2009 0:00,9/29/1956 0:00,jillian0@adventureworks.com,517-555-0117,S,1,F,23.0769,1,1,Sales,7/1/2009 0:00,,Current
284,234474252,6,Garrett,Vargas,R,Sales Representative,7/1/2009 0:00,3/7/1969 0:00,garrett1@adventureworks.com,922-555-0165,M,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
285,716374314,5,Tsvi,Reiter,Michael,Sales Representative,7/1/2009 0:00,2/19/1968 0:00,tsvi0@adventureworks.com,664-555-0112,M,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
286,61161660,1,Pamela,Ansman-Wolfe,O,Sales Representative,7/1/2009 0:00,1/6/1969 0:00,pamela0@adventureworks.com,340-555-0193,S,1,F,23.0769,1,1,Sales,7/1/2009 0:00,,Current
287,139397894,4,Shu,Ito,K,Sales Representative,7/1/2009 0:00,4/10/1938 0:00,shu0@adventureworks.com,330-555-0120,M,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
288,399771412,6,Jos,Saraiva,Edvaldo,Sales Representative,7/1/2009 0:00,1/11/1934 0:00,#VALUE!,185-555-0169,M,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
289,987554265,1,David,Campbell,R,Sales Representative,7/1/2009 0:00,3/14/1968 0:00,david8@adventureworks.com,740-555-0182,S,1,M,23.0769,1,1,Sales,7/1/2009 0:00,,Current
290,982310417,11,Amy,Alberts,E,European Sales Manager,5/18/2010 0:00,10/22/1951 0:00,amy0@adventureworks.com,775-555-0164,M,1,F,48.101,1,1,Sales,5/18/2010 0:00,,Current
291,668991357,10,Jae,Pak,B,Sales Representative,7/1/2010 0:00,4/18/1962 0:00,jae0@adventureworks.com,1 (11) 500 555-,M,1,F,23.0769,1,1,Sales,7/1/2010 0:00,,Current
292,134219713,7,Ranjit,Varkey Chudukatil,R,Sales Representative,7/1/2010 0:00,10/31/1969 0:00,ranjit0@adventureworks.com,1 (11) 500 555-,S,1,M,23.0769,1,1,Sales,7/1/2010 0:00,,Current
293,90836195,1,Tete,Mensa-Annan,A,Sales Representative,11/1/2010 0:00,2/6/1972 0:00,tete0@adventureworks.com,615-555-0153,M,1,M,23.0769,1,1,Sales,11/1/2010 0:00,,Current
294,481044938,11,Syed,Abbas,E,Pacific Sales Manager,4/15/2011 0:00,2/11/1969 0:00,syed0@adventureworks.com,926-555-0182,M,1,M,48.101,1,1,Sales,4/15/2011 0:00,,Current
295,954276278,8,Rachel,Valdez,B,Sales Representative,7/1/2011 0:00,8/9/1969 0:00,rachel0@adventureworks.com,1 (11) 500 555-,S,1,F,23.0769,1,1,Sales,7/1/2011 0:00,,Current
296,758596752,9,Lynn,Tsoflias,N,Sales Representative,7/1/2011 0:00,4/18/1965 0:00,lynn0@adventureworks.com,1 (11) 500 555-,S,1,F,23.0769,1,1,Sales,7/1/2011 0:00,,Current
